movement_id,product_id,store_id,movement_type,qty_delta,reference_id,moved_at,note
IMV00000069,POS-PROD0009,POS001,Sale,-1.0,REC00000015,2025-07-06 22:19:06,Sold POS-PROD0009 via REC00000015
IMV00000070,POS-PROD0011,POS001,Sale,-2.0,REC00000015,2025-07-06 22:19:06,Sold POS-PROD0011 via REC00000015
IMV00000071,POS-PROD0017,POS001,Sale,-1.0,REC00000016,2025-07-07 18:27:20,Sold POS-PROD0017 via REC00000016
IMV00000072,POS-PROD0017,POS001,Adjustment,4.0,ADJ0002,2025-07-08 05:40:20,Stock adjustment of POS-PROD0017
IMV00000073,POS-PROD0010,POS001,Sale,-1.0,REC00000016,2025-07-07 18:27:20,Sold POS-PROD0010 via REC00000016
IMV00000074,POS-PROD0013,POS001,Sale,-2.0,REC00000016,2025-07-07 18:27:20,Sold POS-PROD0013 via REC00000016
IMV00000075,POS-PROD0014,POS001,Sale,-3.0,REC00000016,2025-07-07 18:27:20,Sold POS-PROD0014 via REC00000016
IMV00000076,POS-PROD0010,POS001,Adjustment,-5.0,ADJ0003,2025-07-08 02:50:20,Stock adjustment of POS-PROD0010
IMV00000077,POS-PROD0003,POS001,Stock In,80.0,PO0012,2025-07-08 05:21:20,New stock delivery for POS-PROD0003
IMV00000078,POS-PROD0018,POS001,Adjustment,-3.0,ADJ0004,2025-07-09 04:02:20,Stock adjustment of POS-PROD0018
IMV00000079,POS-PROD0020,POS001,Sale,-2.0,REC00000016,2025-07-07 18:27:20,Sold POS-PROD0020 via REC00000016
IMV00000080,POS-PROD0013,POS001,Sale,-2.0,REC00000017,2025-07-05 20:32:50,Sold POS-PROD0013 via REC00000017
IMV00000081,POS-PROD0017,POS001,Sale,-3.0,REC00000017,2025-07-05 20:32:50,Sold POS-PROD0017 via REC00000017
IMV00000082,POS-PROD0014,POS001,Stock In,90.0,PO0013,2025-07-06 20:14:50,New stock delivery for POS-PROD0014
IMV00000083,POS-PROD0012,POS001,Sale,-1.0,REC00000017,2025-07-05 20:32:50,Sold POS-PROD0012 via REC00000017
IMV00000084,POS-PROD0005,POS001,Sale,-2.0,REC00000017,2025-07-05 20:32:50,Sold POS-PROD0005 via REC00000017
IMV00000085,POS-PROD0012,POS002,Adjustment,3.0,ADJ0005,2025-07-06 12:06:50,Stock adjustment of POS-PROD0012
IMV00000086,POS-PROD0004,POS001,Sale,-3.0,REC00000018,2025-03-02 10:32:06,Sold POS-PROD0004 via REC00000018
IMV00000087,POS-PROD0002,POS001,Sale,-3.0,REC00000018,2025-03-02 10:32:06,Sold POS-PROD0002 via REC00000018
IMV00000088,POS-PROD0014,POS001,Sale,-1.0,REC00000018,2025-03-02 10:32:06,Sold POS-PROD0014 via REC00000018
IMV00000089,POS-PROD0020,POS001,Sale,-2.0,REC00000019,2025-06-20 09:34:19,Sold POS-PROD0020 via REC00000019
IMV00000090,POS-PROD0015,POS001,Sale,-3.0,REC00000020,2025-07-06 03:19:35,Sold POS-PROD0015 via REC00000020
IMV00000091,POS-PROD0014,POS001,Sale,-2.0,REC00000020,2025-07-06 03:19:35,Sold POS-PROD0014 via REC00000020
IMV00000092,POS-PROD0012,POS001,Sale,-3.0,REC00000020,2025-07-06 03:19:35,Sold POS-PROD0012 via REC00000020
IMV00000093,POS-PROD0017,POS003,Sale,-3.0,REC00000021,2025-08-03 07:41:14,Sold POS-PROD0017 via REC00000021
IMV00000094,POS-PROD0016,POS003,Sale,-2.0,REC00000021,2025-08-03 07:41:14,Sold POS-PROD0016 via REC00000021
IMV00000095,POS-PROD0011,POS001,Return,3.0,RTN0007,2025-08-03 15:58:14,Customer return POS-PROD0011
IMV00000096,POS-PROD0018,POS003,Sale,-2.0,REC00000021,2025-08-03 07:41:14,Sold POS-PROD0018 via REC00000021
IMV00000097,POS-PROD0005,POS003,Sale,-2.0,REC00000021,2025-08-03 07:41:14,Sold POS-PROD0005 via REC00000021
IMV00000098,POS-PROD0006,POS001,Sale,-2.0,REC00000022,2024-12-31 07:33:20,Sold POS-PROD0006 via REC00000022
IMV00000099,POS-PROD0019,POS003,Stock In,80.0,PO0014,2024-12-31 16:00:20,New stock delivery for POS-PROD0019
IMV00000100,POS-PROD0014,POS001,Stock In,20.0,PO0015,2024-12-31 19:28:20,New stock delivery for POS-PROD0014
IMV00000101,POS-PROD0011,POS001,Sale,-2.0,REC00000022,2024-12-31 07:33:20,Sold POS-PROD0011 via REC00000022
IMV00000102,POS-PROD0005,POS001,Sale,-1.0,REC00000023,2025-05-17 11:47:01,Sold POS-PROD0005 via REC00000023
IMV00000103,POS-PROD0015,POS002,Sale,-3.0,REC00000024,2024-10-18 03:52:49,Sold POS-PROD0015 via REC00000024
IMV00000104,POS-PROD0002,POS003,Stock In,20.0,PO0016,2024-10-18 06:06:49,New stock delivery for POS-PROD0002
IMV00000105,POS-PROD0017,POS002,Sale,-2.0,REC00000024,2024-10-18 03:52:49,Sold POS-PROD0017 via REC00000024
IMV00000106,POS-PROD0002,POS002,Sale,-3.0,REC00000024,2024-10-18 03:52:49,Sold POS-PROD0002 via REC00000024
IMV00000107,POS-PROD0008,POS001,Stock In,35.0,PO0017,2024-10-18 22:20:49,New stock delivery for POS-PROD0008
IMV00000108,POS-PROD0003,POS002,Sale,-2.0,REC00000024,2024-10-18 03:52:49,Sold POS-PROD0003 via REC00000024
IMV00000109,POS-PROD0005,POS001,Sale,-1.0,REC00000025,2024-09-09 14:14:32,Sold POS-PROD0005 via REC00000025
IMV00000110,POS-PROD0006,POS001,Sale,-3.0,REC00000025,2024-09-09 14:14:32,Sold POS-PROD0006 via REC00000025
IMV00000111,POS-PROD0012,POS001,Sale,-2.0,REC00000025,2024-09-09 14:14:32,Sold POS-PROD0012 via REC00000025
IMV00000112,POS-PROD0015,POS003,Return,1.0,RTN0008,2024-09-09 16:07:32,Customer return POS-PROD0015
IMV00000113,POS-PROD0008,POS003,Sale,-1.0,REC00000026,2025-04-21 00:11:02,Sold POS-PROD0008 via REC00000026
IMV00000114,POS-PROD0016,POS003,Sale,-3.0,REC00000026,2025-04-21 00:11:02,Sold POS-PROD0016 via REC00000026
IMV00000115,POS-PROD0001,POS003,Sale,-3.0,REC00000026,2025-04-21 00:11:02,Sold POS-PROD0001 via REC00000026
IMV00000116,POS-PROD0012,POS003,Sale,-3.0,REC00000027,2024-10-19 04:47:19,Sold POS-PROD0012 via REC00000027
IMV00000117,POS-PROD0008,POS001,Stock In,70.0,PO0018,2024-10-19 21:31:19,New stock delivery for POS-PROD0008
IMV00000118,POS-PROD0002,POS003,Sale,-2.0,REC00000028,2025-01-22 04:37:42,Sold POS-PROD0002 via REC00000028
IMV00000119,POS-PROD0002,POS001,Stock In,65.0,PO0019,2025-01-22 04:51:42,New stock delivery for POS-PROD0002
IMV00000120,POS-PROD0009,POS002,Adjustment,-1.0,ADJ0006,2025-01-22 19:27:42,Stock adjustment of POS-PROD0009
IMV00000121,POS-PROD0015,POS003,Sale,-1.0,REC00000028,2025-01-22 04:37:42,Sold POS-PROD0015 via REC00000028
IMV00000122,POS-PROD0018,POS003,Stock In,80.0,PO0020,2025-01-22 10:04:42,New stock delivery for POS-PROD0018
IMV00000123,POS-PROD0006,POS003,Sale,-3.0,REC00000028,2025-01-22 04:37:42,Sold POS-PROD0006 via REC00000028
IMV00000124,POS-PROD0016,POS003,Sale,-2.0,REC00000028,2025-01-22 04:37:42,Sold POS-PROD0016 via REC00000028
IMV00000125,POS-PROD0006,POS001,Sale,-3.0,REC00000029,2025-02-06 22:56:39,Sold POS-PROD0006 via REC00000029
IMV00000126,POS-PROD0002,POS003,Stock In,55.0,PO0021,2025-02-07 01:03:39,New stock delivery for POS-PROD0002
IMV00000127,POS-PROD0008,POS001,Sale,-1.0,REC00000029,2025-02-06 22:56:39,Sold POS-PROD0008 via REC00000029
IMV00000128,POS-PROD0016,POS001,Sale,-2.0,REC00000030,2025-08-16 11:44:43,Sold POS-PROD0016 via REC00000030
IMV00000129,POS-PROD0017,POS001,Return,1.0,RTN0009,2025-08-17 05:14:43,Customer return POS-PROD0017
IMV00000130,POS-PROD0014,POS001,Sale,-3.0,REC00000030,2025-08-16 11:44:43,Sold POS-PROD0014 via REC00000030
IMV00000131,POS-PROD0007,POS001,Sale,-3.0,REC00000030,2025-08-16 11:44:43,Sold POS-PROD0007 via REC00000030
IMV00000132,POS-PROD0018,POS001,Sale,-3.0,REC00000030,2025-08-16 11:44:43,Sold POS-PROD0018 via REC00000030
IMV00000133,POS-PROD0005,POS001,Sale,-3.0,REC00000030,2025-08-16 11:44:43,Sold POS-PROD0005 via REC00000030
IMV00000134,POS-PROD0020,POS001,Sale,-3.0,REC00000031,2025-02-03 18:06:14,Sold POS-PROD0020 via REC00000031
IMV00000135,POS-PROD0018,POS001,Sale,-1.0,REC00000031,2025-02-03 18:06:14,Sold POS-PROD0018 via REC00000031
IMV00000136,POS-PROD0008,POS003,Stock In,100.0,PO0022,2025-02-03 19:37:14,New stock delivery for POS-PROD0008
IMV00000137,POS-PROD0012,POS001,Sale,-2.0,REC00000032,2025-07-13 07:55:36,Sold POS-PROD0012 via REC00000032
IMV00000138,POS-PROD0010,POS001,Sale,-1.0,REC00000033,2025-07-07 02:10:15,Sold POS-PROD0010 via REC00000033
IMV00000139,POS-PROD0003,POS001,Sale,-3.0,REC00000033,2025-07-07 02:10:15,Sold POS-PROD0003 via REC00000033
IMV00000140,POS-PROD0011,POS001,Sale,-2.0,REC00000033,2025-07-07 02:10:15,Sold POS-PROD0011 via REC00000033
IMV00000141,POS-PROD0007,POS003,Return,3.0,RTN0010,2025-07-07 13:03:15,Customer return POS-PROD0007
IMV00000142,POS-PROD0006,POS001,Sale,-3.0,REC00000033,2025-07-07 02:10:15,Sold POS-PROD0006 via REC00000033
IMV00000143,POS-PROD0010,POS001,Sale,-1.0,REC00000034,2025-07-15 06:23:12,Sold POS-PROD0010 via REC00000034
IMV00000144,POS-PROD0012,POS001,Sale,-2.0,REC00000034,2025-07-15 06:23:12,Sold POS-PROD0012 via REC00000034
IMV00000145,POS-PROD0019,POS002,Sale,-3.0,REC00000035,2025-06-17 03:14:54,Sold POS-PROD0019 via REC00000035
IMV00000146,POS-PROD0008,POS002,Sale,-2.0,REC00000035,2025-06-17 03:14:54,Sold POS-PROD0008 via REC00000035
IMV00000147,POS-PROD0003,POS001,Stock In,75.0,PO0023,2025-06-18 00:36:54,New stock delivery for POS-PROD0003
IMV00000148,POS-PROD0004,POS001,Adjustment,3.0,ADJ0007,2025-06-18 08:02:54,Stock adjustment of POS-PROD0004
IMV00000149,POS-PROD0010,POS002,Sale,-1.0,REC00000035,2025-06-17 03:14:54,Sold POS-PROD0010 via REC00000035
IMV00000150,POS-PROD0010,POS002,Sale,-1.0,REC00000036,2024-12-16 05:17:52,Sold POS-PROD0010 via REC00000036
IMV00000151,POS-PROD0008,POS002,Sale,-3.0,REC00000036,2024-12-16 05:17:52,Sold POS-PROD0008 via REC00000036
IMV00000152,POS-PROD0009,POS002,Sale,-3.0,REC00000037,2025-01-14 17:44:20,Sold POS-PROD0009 via REC00000037
IMV00000153,POS-PROD0011,POS002,Sale,-3.0,REC00000037,2025-01-14 17:44:20,Sold POS-PROD0011 via REC00000037
IMV00000154,POS-PROD0008,POS002,Sale,-2.0,REC00000037,2025-01-14 17:44:20,Sold POS-PROD0008 via REC00000037
IMV00000155,POS-PROD0002,POS001,Sale,-2.0,REC00000038,2025-04-02 07:41:11,Sold POS-PROD0002 via REC00000038
IMV00000156,POS-PROD0003,POS001,Sale,-2.0,REC00000038,2025-04-02 07:41:11,Sold POS-PROD0003 via REC00000038
IMV00000157,POS-PROD0013,POS001,Sale,-3.0,REC00000039,2025-03-31 16:56:09,Sold POS-PROD0013 via REC00000039
IMV00000158,POS-PROD0017,POS001,Adjustment,5.0,ADJ0008,2025-04-01 12:01:09,Stock adjustment of POS-PROD0017
IMV00000159,POS-PROD0004,POS001,Sale,-2.0,REC00000039,2025-03-31 16:56:09,Sold POS-PROD0004 via REC00000039
IMV00000160,POS-PROD0020,POS001,Sale,-1.0,REC00000039,2025-03-31 16:56:09,Sold POS-PROD0020 via REC00000039
IMV00000161,POS-PROD0005,POS002,Return,1.0,RTN0011,2025-03-31 20:45:09,Customer return POS-PROD0005
IMV00000162,POS-PROD0005,POS002,Stock In,50.0,PO0024,2025-04-01 17:33:09,New stock delivery for POS-PROD0005
IMV00000163,POS-PROD0009,POS003,Sale,-1.0,REC00000040,2025-07-27 17:48:20,Sold POS-PROD0009 via REC00000040
IMV00000164,POS-PROD0017,POS003,Sale,-1.0,REC00000040,2025-07-27 17:48:20,Sold POS-PROD0017 via REC00000040
IMV00000165,POS-PROD0008,POS003,Sale,-1.0,REC00000040,2025-07-27 17:48:20,Sold POS-PROD0008 via REC00000040
IMV00000166,POS-PROD0017,POS002,Stock In,45.0,PO0025,2025-07-27 19:42:20,New stock delivery for POS-PROD0017
IMV00000167,POS-PROD0013,POS003,Sale,-3.0,REC00000040,2025-07-27 17:48:20,Sold POS-PROD0013 via REC00000040
IMV00000168,POS-PROD0012,POS003,Sale,-3.0,REC00000041,2024-04-28 20:42:47,Sold POS-PROD0012 via REC00000041
IMV00000169,POS-PROD0004,POS003,Sale,-2.0,REC00000041,2024-04-28 20:42:47,Sold POS-PROD0004 via REC00000041
IMV00000170,POS-PROD0019,POS003,Sale,-1.0,REC00000041,2024-04-28 20:42:47,Sold POS-PROD0019 via REC00000041
IMV00000171,POS-PROD0009,POS001,Stock In,75.0,PO0026,2024-04-29 15:41:47,New stock delivery for POS-PROD0009
IMV00000172,POS-PROD0018,POS001,Stock In,20.0,PO0027,2024-04-29 18:25:47,New stock delivery for POS-PROD0018
IMV00000173,POS-PROD0005,POS003,Return,1.0,RTN0012,2024-04-30 07:11:47,Customer return POS-PROD0005
IMV00000174,POS-PROD0005,POS003,Sale,-2.0,REC00000041,2024-04-28 20:42:47,Sold POS-PROD0005 via REC00000041
IMV00000175,POS-PROD0005,POS001,Sale,-2.0,REC00000042,2024-03-09 15:28:40,Sold POS-PROD0005 via REC00000042
IMV00000176,POS-PROD0013,POS001,Sale,-1.0,REC00000043,2024-09-28 17:45:32,Sold POS-PROD0013 via REC00000043
IMV00000177,POS-PROD0016,POS001,Sale,-2.0,REC00000043,2024-09-28 17:45:32,Sold POS-PROD0016 via REC00000043
IMV00000178,POS-PROD0002,POS002,Stock In,35.0,PO0028,2024-09-29 17:11:32,New stock delivery for POS-PROD0002
IMV00000179,POS-PROD0001,POS001,Sale,-2.0,REC00000043,2024-09-28 17:45:32,Sold POS-PROD0001 via REC00000043
IMV00000180,POS-PROD0018,POS001,Sale,-3.0,REC00000043,2024-09-28 17:45:32,Sold POS-PROD0018 via REC00000043
IMV00000181,POS-PROD0014,POS003,Stock In,25.0,PO0029,2024-09-29 01:59:32,New stock delivery for POS-PROD0014
IMV00000182,POS-PROD0006,POS002,Stock In,5.0,PO0030,2024-09-29 08:16:32,New stock delivery for POS-PROD0006
IMV00000183,POS-PROD0011,POS002,Stock In,40.0,PO0031,2024-09-29 17:32:32,New stock delivery for POS-PROD0011
IMV00000184,POS-PROD0009,POS001,Sale,-3.0,REC00000043,2024-09-28 17:45:32,Sold POS-PROD0009 via REC00000043
IMV00000185,POS-PROD0013,POS001,Stock In,80.0,PO0032,2024-09-29 01:30:32,New stock delivery for POS-PROD0013
IMV00000186,POS-PROD0006,POS002,Sale,-3.0,REC00000044,2024-09-04 23:18:37,Sold POS-PROD0006 via REC00000044
IMV00000187,POS-PROD0012,POS002,Return,1.0,RTN0013,2024-09-05 07:04:37,Customer return POS-PROD0012
IMV00000188,POS-PROD0004,POS002,Sale,-2.0,REC00000044,2024-09-04 23:18:37,Sold POS-PROD0004 via REC00000044
IMV00000189,POS-PROD0013,POS002,Sale,-3.0,REC00000044,2024-09-04 23:18:37,Sold POS-PROD0013 via REC00000044
IMV00000190,POS-PROD0007,POS001,Sale,-1.0,REC00000045,2025-07-21 16:33:16,Sold POS-PROD0007 via REC00000045
IMV00000191,POS-PROD0009,POS002,Stock In,85.0,PO0033,2025-07-22 06:21:16,New stock delivery for POS-PROD0009
IMV00000192,POS-PROD0009,POS001,Sale,-3.0,REC00000045,2025-07-21 16:33:16,Sold POS-PROD0009 via REC00000045
IMV00000193,POS-PROD0011,POS001,Stock In,20.0,PO0034,2025-07-22 01:37:16,New stock delivery for POS-PROD0011
IMV00000194,POS-PROD0010,POS001,Sale,-1.0,REC00000045,2025-07-21 16:33:16,Sold POS-PROD0010 via REC00000045
IMV00000195,POS-PROD0009,POS001,Adjustment,-4.0,ADJ0009,2025-07-22 13:04:16,Stock adjustment of POS-PROD0009
IMV00000196,POS-PROD0009,POS002,Sale,-1.0,REC00000046,2025-08-19 14:50:29,Sold POS-PROD0009 via REC00000046
IMV00000197,POS-PROD0011,POS002,Stock In,100.0,PO0035,2025-08-20 08:27:29,New stock delivery for POS-PROD0011
IMV00000198,POS-PROD0001,POS002,Sale,-3.0,REC00000046,2025-08-19 14:50:29,Sold POS-PROD0001 via REC00000046
IMV00000199,POS-PROD0007,POS002,Stock In,10.0,PO0036,2025-08-20 05:53:29,New stock delivery for POS-PROD0007
IMV00000200,POS-PROD0012,POS002,Sale,-3.0,REC00000046,2025-08-19 14:50:29,Sold POS-PROD0012 via REC00000046
IMV00000201,POS-PROD0018,POS003,Return,3.0,RTN0014,2025-08-20 13:53:29,Customer return POS-PROD0018
IMV00000202,POS-PROD0007,POS002,Sale,-2.0,REC00000046,2025-08-19 14:50:29,Sold POS-PROD0007 via REC00000046
IMV00000203,POS-PROD0012,POS002,Sale,-1.0,REC00000047,2025-06-16 07:57:00,Sold POS-PROD0012 via REC00000047
IMV00000204,POS-PROD0011,POS003,Return,2.0,RTN0015,2025-06-17 06:45:00,Customer return POS-PROD0011
IMV00000205,POS-PROD0010,POS003,Stock In,50.0,PO0037,2025-06-18 05:40:00,New stock delivery for POS-PROD0010
IMV00000206,POS-PROD0002,POS002,Sale,-3.0,REC00000047,2025-06-16 07:57:00,Sold POS-PROD0002 via REC00000047
IMV00000207,POS-PROD0005,POS002,Sale,-1.0,REC00000047,2025-06-16 07:57:00,Sold POS-PROD0005 via REC00000047
IMV00000208,POS-PROD0006,POS002,Sale,-3.0,REC00000047,2025-06-16 07:57:00,Sold POS-PROD0006 via REC00000047
IMV00000209,POS-PROD0019,POS002,Sale,-2.0,REC00000047,2025-06-16 07:57:00,Sold POS-PROD0019 via REC00000047
IMV00000210,POS-PROD0011,POS001,Sale,-3.0,REC00000048,2025-06-06 14:14:02,Sold POS-PROD0011 via REC00000048
IMV00000211,POS-PROD0006,POS003,Return,3.0,RTN0016,2025-06-07 00:40:02,Customer return POS-PROD0006
